stcode,stname,ctyname,census2010pop,estimatesbase2010,popestimate2019,npopchg_2019,births2019,deaths2019,naturalinc2019,internationalmig2019,domesticmig2019,netmig2019,residual2019,gqestimates2019,rbirth2019,rdeath2019,rnaturalinc2019,rinternationalmig2019,rdomesticmig2019,rnetmig2019
CA,California,Fresno County,930450,930507,999101,7151,14506,7467,7039,479,-348,131,-19,17667,14.571198829,7.5005612614,7.0706375678,0.4811529187,-0.349564125,0.1315887941
CA,California,Glenn County,28122,28122,28393,426,371,251,120,-31,337,306,0,334,13.165365507,8.9070262598,4.2583392477,-1.100070972,11.958836054,10.858765082
CA,California,Humboldt County,134623,134611,135558,-686,1352,1390,-38,-17,-625,-642,-6,5489,9.9484183339,10.228033642,-0.279615308,-0.125091059,-4.59893599,-4.724027049
CA,California,Imperial County,174528,174524,181215,-308,2728,1079,1649,33,-2000,-1967,10,8745,15.041159184,5.9491974924,9.0919616914,0.1819495063,-11.0272428,-10.8452933
CA,California,Inyo County,18546,18542,18039,93,191,172,19,18,57,75,-1,411,10.61553425,9.5595386967,1.0559955537,1.0004168404,3.1679866611,4.1684035015
CA,California,Kern County,839631,839621,900202,6444,13144,6478,6666,81,-291,-210,-12,32373,14.653615465,7.2220116391,7.4316038262,0.0903030168,-0.324421949,-0.234118932
CA,California,Kings County,152982,152974,152940,1558,2321,887,1434,-74,197,123,1,16513,15.25358009,5.829351805,9.4242282845,-0.486326983,1.2946812915,0.8083543089
CA,California,Lake County,64665,64662,64386,69,731,848,-117,-26,215,189,-3,1110,11.35948657,13.177626007,-1.818139437,-0.404030986,3.3410254617,2.9369944757
CA,California,Lassen County,34895,34895,30573,-45,281,202,79,7,-133,-126,2,7661,9.1843571767,6.6022781128,2.5820790639,0.2287918158,-4.3470445,-4.118252684
CA,California,Los Angeles County,9818605,9819968,10039107,-34799,112963,68164,44799,21050,-100808,-79758,160,179406,11.232827225,6.778099333,4.4547278918,2.0931722164,-10.024157,-7.930984781
CA,California,Madera County,150865,150834,157327,445,2108,1060,1048,-139,-464,-603,0,7445,13.417820623,6.7471014516,6.670719171,-0.884761417,-2.953448183,-3.838209599
CA,California,Marin County,252409,252430,258826,-836,2149,1998,151,432,-1416,-984,-3,8307,8.2894878956,7.707025042,0.5824628535,1.6663837929,-5.462035766,-3.795651973
CA,California,Mariposa County,18251,18247,17203,-202,149,180,-31,9,-179,-170,-1,725,8.6107258437,10.40221914,-1.791493296,0.520110957,-10.34442903,-9.824318077
CA,California,Mendocino County,87841,87850,86749,-652,933,860,73,-60,-660,-720,-5,1981,10.714900947,9.8765432099,0.8383577376,-0.689061154,-7.579672696,-8.26873385
CA,California,Merced County,255793,255796,277680,3529,4086,1787,2299,-144,1381,1237,-7,7006,14.808881705,6.4766205596,8.3322611452,-0.521898915,5.0051555639,4.4832566492
CA,California,Modoc County,9686,9682,8841,41,71,100,-29,5,65,70,0,356,8.0494303044,11.337225781,-3.287795476,0.566861289,7.3691967576,7.9360580466
CA,California,Mono County,14202,14206,14444,41,126,30,96,64,-120,-56,1,338,8.7357437515,2.0799389885,6.6558047631,4.4372031754,-8.319755954,-3.882552778
CA,California,Monterey County,415057,415059,434061,111,5797,2742,3055,-90,-2850,-2940,-4,18075,13.356973587,6.3178922848,7.039081302,-0.207370644,-6.566737057,-6.774107701
CA,California,Napa County,136484,136535,137744,-1045,1235,1279,-44,-13,-985,-998,-3,5061,8.9320261958,9.2502522303,-0.318226035,-0.094021328,-7.123923727,-7.217945055
CA,California,Nevada County,98764,98747,99755,247,778,986,-208,-3,465,462,-7,1178,7.8087753371,9.8964684864,-2.087693149,-0.030110959,4.6671986269,4.6370876681
CA,California,Orange County,3010232,3008989,3175692,-281,36406,21518,14888,6178,-21358,-15180,11,43984,11.463450922,6.7755462544,4.6879046675,1.9453167004,-6.725165764,-4.779849063
CA,California,Placer County,348432,348502,398329,5999,3721,3480,241,79,5687,5766,-8,3947,9.4124015536,8.8027835009,0.6096180528,0.1998333036,14.385468325,14.585301628
AR,Arkansas,Miller County,43462,43462,43257,-105,520,471,49,-28,-123,-151,-3,1452,12.006603632,10.875212136,1.1313914961,-0.646509426,-2.840023551,-3.486532978
AR,Arkansas,Mississippi County,46480,46481,40651,-585,580,498,82,-19,-652,-671,4,788,14.165862713,12.163102812,2.0027599008,-0.464054123,-15.9243836,-16.38843773
AR,Arkansas,Monroe County,8149,8155,6701,-179,67,114,-47,0,-133,-133,1,84,9.8667255725,16.788159929,-6.921434357,0.0,-19.58618658,-19.58618658
AR,Arkansas,Montgomery County,9487,9497,8986,76,88,148,-60,4,133,137,-1,121,9.8345999106,16.540008941,-6.70540903,0.4470272687,14.863656683,15.310683952
AR,Arkansas,Nevada County,8997,9020,8252,-56,102,104,-2,-3,-51,-54,0,157,12.31884058,12.560386473,-0.241545894,-0.362318841,-6.15942029,-6.52173913
AR,Arkansas,Newton County,8330,8315,7753,-47,84,108,-24,0,-22,-22,-1,51,10.801774577,13.887995885,-3.086221308,0.0,-2.829036199,-2.829036199
AR,Arkansas,Ouachita County,26120,26128,23382,-238,249,338,-89,0,-147,-147,-2,352,10.595293817,14.382366708,-3.787072891,0.0,-6.255052976,-6.255052976
AR,Arkansas,Perry County,10445,10444,10455,75,117,138,-21,1,96,97,-1,152,11.231101512,13.246940245,-2.015838733,0.0959923206,9.215262779,9.3112550996
AR,Arkansas,Phillips County,21757,21755,17782,-272,267,255,12,-4,-281,-285,1,246,14.901216654,14.231499051,0.6697176024,-0.223239201,-15.68255386,-15.90579306
AR,Arkansas,Pike County,11291,11287,10718,52,102,130,-28,2,80,82,-2,196,9.5398428732,12.15862327,-2.618780397,0.1870557426,7.4822297045,7.6692854471
AR,Arkansas,Poinsett County,24583,24576,23528,-375,310,334,-24,-4,-348,-352,1,341,13.071619827,14.0836162,-1.011996374,-0.168666062,-14.67394742,-14.84261348
AR,Arkansas,Polk County,20662,20654,19964,-55,215,286,-71,-3,21,18,-2,155,10.754570693,14.306080084,-3.551509391,-0.150063777,1.0504464397,0.9003826626
AR,Arkansas,Pope County,61754,61753,64072,478,765,593,172,11,296,307,-1,3270,11.984396785,9.2898657434,2.6945310419,0.1723246597,4.6370999326,4.8094245923
AR,Arkansas,Prairie County,8715,8716,8062,-20,80,116,-36,-2,19,17,-1,131,9.910802775,14.370664024,-4.459861249,-0.247770069,2.3538156591,2.1060455897
AR,Arkansas,Pulaski County,382748,382749,391911,-7,5067,3795,1272,153,-1415,-1262,-17,8661,12.928840347,9.683234481,3.2456058656,0.3903912716,-3.610481368,-3.220090096
AR,Arkansas,Randolph County,17969,17969,17958,-12,235,255,-20,-6,13,7,1,349,13.081718994,14.19505678,-1.113337787,-0.334001336,0.7236695613,0.3896682253
AR,Arkansas,St. Francis County,28258,28253,24994,-515,305,315,-10,2,-508,-506,1,4099,12.078490387,12.474506465,-0.396016078,0.0792032157,-20.11761678,-20.03841356
AR,Arkansas,Saline County,107118,107135,122437,1363,1280,1100,180,-9,1197,1188,-5,1422,10.512872108,9.0344994682,1.4783726403,-0.073918632,9.8311780577,9.7572594257
AR,Arkansas,Scott County,11233,11241,10281,-58,112,117,-5,-5,-48,-53,0,79,10.863239573,11.348205626,-0.484966052,-0.484966052,-4.655674103,-5.140640155
AR,Arkansas,Searcy County,8195,8195,7881,-49,73,111,-38,2,-11,-9,-2,71,9.234077541,14.040857631,-4.80678009,0.2529884258,-1.391436342,-1.138447916
AR,Arkansas,Sebastian County,125744,125740,127827,257,1780,1276,504,-51,-194,-245,-2,2242,13.939083075,9.9922865186,3.946796556,-0.399378223,-1.519203436,-1.918581659
AR,Arkansas,Sevier County,17058,17059,17007,-54,246,149,97,-22,-130,-152,1,173,14.441704826,8.7472114594,5.6944933662,-1.291534578,-7.631795233,-8.923329811
AR,Arkansas,Sharp County,17264,17263,17442,152,193,240,-47,2,199,201,-2,189,11.11367039,13.820108258,-2.706437867,0.1151675688,11.459173097,11.574340666
AR,Arkansas,Stone County,12394,12394,12506,52,111,166,-55,-8,115,107,0,151,8.8942307692,13.301282051,-4.407051282,-0.641025641,9.2147435897,8.5737179487
AR,Arkansas,Union County,41639,41639,38682,-457,480,550,-70,-1,-386,-387,0,524,12.33600185,14.13500212,-1.79900027,-0.025700004,-9.920201488,-9.945901492
AR,Arkansas,Van Buren County,17295,17296,16545,-90,141,250,-109,11,9,20,-1,189,8.4990958409,15.069318867,-6.570223026,0.6630500301,0.5424954792,1.2055455093
AR,Arkansas,Washington County,203065,203050,239187,2576,3203,1599,1604,164,802,966,6,8244,13.463696779,6.7213397282,6.7423570507,0.6893681773,3.3711785253,4.0605467026
AR,Arkansas,White County,77076,77086,78753,372,881,837,44,-27,360,333,-5,3175,11.213359298,10.653327733,0.5600315654,-0.343655733,4.5820764443,4.238420711
AR,Arkansas,Woodruff County,7260,7264,6320,-146,70,102,-32,0,-112,-112,-2,106,10.949475989,15.954950727,-5.005474738,0.0,-17.51916158,-17.51916158
AR,Arkansas,Yell County,22185,22183,21341,-121,258,244,14,-2,-133,-135,0,323,12.055229774,11.401070018,0.6541597552,-0.093451394,-6.214517674,-6.307969068
CA,California,California,37253956,37254519,39512223,50635,462617,282520,180097,74028,-203414,-129386,-76,826521,11.715706616,7.1547769171,4.5609296986,1.8747480731,-5.15142925,-3.276681177
CA,California,Alameda County,1510271,1510258,1671329,4573,18628,10944,7684,8540,-11626,-3086,-25,36951,11.160890151,6.5570529211,4.60383723,5.1167061354,-6.965670437,-1.848964301
CA,California,Alpine County,1175,1175,1129,40,10,5,5,1,35,36,-1,24,9.0171325518,4.5085662759,4.5085662759,0.9017132552,31.559963931,32.461677187
CA,California,Amador County,38091,38091,39752,347,307,427,-120,17,451,468,-1,4368,7.756736612,10.788685776,-3.031949164,0.4295261316,11.395075609,11.824601741
CA,California,Butte County,220000,220005,219186,-11153,2422,2527,-105,103,-11249,-11146,98,5337,10.77581892,11.2429787,-0.46715978,0.4582614982,-50.04838441,-49.59012291
CA,California,Calaveras County,45578,45578,45905,207,397,528,-131,15,323,338,0,493,8.6678383896,11.528006725,-2.860168335,0.327500191,7.0521707804,7.3796709715
CA,California,Colusa County,21419,21407,21547,129,282,129,153,-33,10,-23,-1,253,13.126963808,6.0048876993,7.1220761085,-1.536134063,0.4654951705,-1.070638892
CA,California,Contra Costa County,1049025,1049204,1153526,3007,12070,8478,3592,2916,-3497,-581,-4,10418,10.477225922,7.359231265,3.1179946572,2.5312005625,-3.03553099,-0.504330428
CA,California,Del Norte County,28610,28610,27812,72,261,255,6,15,53,68,-2,3046,9.3966013825,9.1805875576,0.2160138249,0.5400345622,1.9081221198,2.448156682
CA,California,El Dorado County,181058,181058,192843,2097,1624,1699,-75,75,2110,2185,-13,1682,8.4673960932,8.858439632,-0.391043539,0.3910435388,11.001358225,11.392401763
CO,Colorado,Cheyenne County,1836,1833,1831,-28,17,13,4,6,-38,-32,0,42,9.2140921409,7.0460704607,2.1680216802,3.2520325203,-20.59620596,-17.34417344
CO,Colorado,Clear Creek County,9088,9073,9700,96,73,57,16,23,56,79,1,84,7.5631993369,5.905511811,1.6576875259,2.3829258185,5.8019063407,8.1848321591
CO,Colorado,Conejos County,8256,8256,8205,24,86,73,13,3,10,13,-2,36,10.496765532,8.9100451605,1.586720371,0.3661662395,1.2205541316,1.586720371
CO,Colorado,Costilla County,3524,3524,3887,75,37,34,3,10,63,73,-1,0,9.611637875,8.8323158852,0.7793219899,2.5977399662,16.365761787,18.963501753
CO,Colorado,Crowley County,5823,5823,6061,104,30,35,-5,0,109,109,0,2917,4.9925112332,5.8245964387,-0.832085206,0.0,18.13945748,18.13945748
CO,Colorado,Custer County,4255,4251,5068,134,33,40,-7,-1,141,140,1,150,6.5986802639,7.9984003199,-1.399720056,-0.199960008,28.194361128,27.99440112
CO,Colorado,Delta County,30952,30953,31162,278,283,394,-111,2,385,387,2,714,9.1222641266,12.70025465,-3.577990523,0.0644682977,12.41014731,12.474615608
CO,Colorado,Denver County,600158,599825,727211,10946,9372,4995,4377,2242,4268,6510,59,16348,12.985321543,6.9207939723,6.0645275709,3.1063904076,5.913503238,9.0198936456
CO,Colorado,Dolores County,2064,2064,2055,-5,11,10,1,0,-7,-7,1,0,5.3462940462,4.8602673147,0.4860267315,0.0,-3.40218712,-3.40218712
CO,Colorado,Douglas County,285465,285465,351154,8165,3472,1493,1979,562,5604,6166,20,651,10.003702407,4.3017072851,5.701995122,1.6192628896,16.146528885,17.765791775
CO,Colorado,Eagle County,52197,52201,55127,184,559,129,430,118,-364,-246,0,55,10.157172708,2.3439629327,7.8132097756,2.1440901245,-6.613972926,-4.469882802
CO,Colorado,Elbert County,23086,23088,26729,426,196,148,48,34,345,379,-1,73,7.3917634636,5.5815356766,1.810227787,1.2822446825,13.011012219,14.293256901
CO,Colorado,El Paso County,622263,622253,720403,8314,9512,4845,4667,526,3099,3625,22,19083,13.280353398,6.7644356827,6.5159177154,0.734384555,4.3267257339,5.0611102889
CO,Colorado,Fremont County,46824,46828,47839,-120,381,564,-183,-5,70,65,-2,8237,7.9542370404,11.774776091,-3.820539051,-0.104386313,1.4614083801,1.3570220673
CO,Colorado,Garfield County,56389,56373,60061,360,781,380,401,54,-94,-40,-1,884,13.04253436,6.3459194068,6.696614953,0.9017885473,-1.569780064,-0.667991517
CO,Colorado,Gilpin County,5441,5449,6243,131,36,24,12,0,117,117,2,49,5.8276001619,3.8850667746,1.9425333873,0.0,18.939700526,18.939700526
CA,California,Plumas County,20007,20007,18807,66,157,213,-56,-3,126,123,-1,287,8.362629168,11.345477788,-2.98284862,-0.159795462,6.711409396,6.5516139342
CA,California,Riverside County,2189641,2189765,2470546,24757,29482,18148,11334,303,13170,13473,-50,32869,11.993487018,7.3827353099,4.6107517083,0.1232625523,5.3576495499,5.4809121022
CA,California,Sacramento County,1418788,1418735,1552058,13312,19192,12368,6824,3042,3456,6498,-10,22963,12.41877518,8.0030956347,4.4156795449,1.9684198675,2.2363113287,4.2047311962
CA,California,San Benito County,55269,55265,62808,1341,774,324,450,-38,926,888,3,289,12.456246228,5.2142426071,7.242003621,-0.611546972,14.902434118,14.290887145
CA,California,San Bernardino County,2035210,2035183,2180085,13332,29341,15223,14118,162,-914,-752,-34,37308,13.499927994,7.0041717681,6.4957562256,0.0745369393,-0.420535571,-0.345998632
CA,California,San Diego County,3095313,3095349,3338330,4469,40603,23052,17551,6733,-19731,-12998,-84,107139,12.170814654,6.9098741328,5.2609405216,2.0182275957,-5.914399033,-3.896171438
CA,California,San Francisco County,805235,805184,881549,853,8868,6359,2509,4498,-6094,-1596,-60,24242,10.064434854,7.2169306765,2.8475041779,5.1048520495,-6.916177943,-1.811325894
CA,California,San Joaquin County,685306,685306,762148,9657,9975,5838,4137,687,4842,5529,-9,15758,13.171455376,7.7087675677,5.4626878088,0.9071468515,6.3936027,7.3007495515
CA,California,San Luis Obispo County,269637,269597,283111,-243,2488,2465,23,-7,-245,-252,-14,15937,8.7843026489,8.7030972787,0.0812053701,-0.024714678,-0.865013725,-0.889728403
CA,California,San Mateo County,718451,718517,766573,-2108,8425,5187,3238,3610,-8953,-5343,-3,8786,10.975382575,6.7571880614,4.2181945137,4.7028048779,-11.66321664,-6.960411762
CA,California,Santa Barbara County,423895,423947,446499,719,5390,3288,2102,553,-1924,-1371,-12,20112,12.081422963,7.3698921526,4.7115308104,1.2395226157,-4.312552464,-3.073029848
CA,California,Santa Clara County,1781642,1781686,1927852,-4485,21713,11258,10455,13409,-28421,-15012,72,30212,11.24970824,5.8328750224,5.4168332172,6.9473282267,-14.72518574,-7.777857509
CA,California,Santa Cruz County,262382,262350,273213,-628,2540,1885,655,59,-1339,-1280,-3,14386,9.2861033828,6.8914586129,2.39464477,0.2157008266,-4.89531198,-4.679611154
CA,California,Shasta County,177223,177221,180080,371,1977,2297,-320,193,514,707,-16,2854,10.989774562,12.768594926,-1.778820364,1.0728510321,2.8572302099,3.9300812421
CA,California,Sierra County,3240,3239,3005,8,25,37,-12,0,20,20,0,33,8.3305564812,12.329223592,-3.998667111,0.0,6.6644451849,6.6644451849
CA,California,Siskiyou County,44900,44900,43539,-11,382,525,-143,2,133,135,-3,613,8.7726348907,12.056631722,-3.283996831,0.0459300256,3.0543467028,3.1002767284
CA,California,Solano County,413344,413343,447643,1918,5088,3711,1377,280,277,557,-16,11538,11.390602753,8.3078865596,3.0827161931,0.6268413465,0.6201251892,1.2469665356
CA,California,Sonoma County,483878,483861,494336,-4307,4509,4379,130,97,-4534,-4437,0,10912,9.0817630584,8.8199246913,0.2618383672,0.1953717047,-9.132116591,-8.936744886
CA,California,Stanislaus County,514453,514450,550660,2534,7393,4317,3076,144,-679,-535,-7,6511,13.456669452,7.8577630221,5.5989064295,0.2621074531,-1.235909449,-0.973801996
CA,California,Sutter County,94737,94756,96971,623,1267,834,433,100,95,195,-5,731,13.107868342,8.6282258857,4.4796424563,1.0345594587,0.9828314858,2.0173909445
CA,California,Tehama County,63463,63440,65084,1066,739,661,78,-29,1014,985,3,844,11.448312187,10.239965299,1.2083468885,-0.449257176,15.708509551,15.259252374
CA,California,Trinity County,13786,13784,12285,-282,118,161,-43,-1,-239,-240,1,385,9.4962176082,12.956703686,-3.460486078,-0.08047642,-19.23386448,-19.3143409
CA,California,Tulare County,442179,442182,466195,1606,7032,3209,3823,-270,-1960,-2230,13,4932,15.109842885,6.8952624884,8.2145803967,-0.580156083,-4.211503421,-4.791659504
CA,California,Tuolumne County,55365,55368,54478,91,466,621,-155,20,232,252,-6,3523,8.5610618656,11.408625362,-2.847563496,0.3674275479,4.2621595554,4.6295871033
CA,California,Ventura County,823318,823398,846006,-2136,9161,6241,2920,140,-5193,-5053,-3,11171,10.814875678,7.3677152173,3.4471604606,0.1652748166,-6.130515162,-5.965240345
CA,California,Yolo County,200849,200855,220500,382,2215,1386,829,857,-1312,-455,8,10389,10.054060433,6.2911637745,3.7628966588,3.8899908765,-5.955271914,-2.065281037
CA,California,Yuba County,72155,72142,78668,1111,1149,583,566,0,542,542,3,1113,14.709553529,7.4635941751,7.2459593535,0.0,6.9387101936,6.9387101936
CO,Colorado,Colorado,5029196,5029319,5758736,67449,64524,39116,25408,10523,31335,41858,183,119141,11.270545046,6.8324753583,4.4380696877,1.8380749104,5.4733514509,7.3114263613
CO,Colorado,Adams County,441603,441697,517421,6067,6777,3208,3569,1204,1283,2487,11,4036,13.174892469,6.2365434619,6.9383490073,2.3406478579,2.4942285728,4.8348764307
CO,Colorado,Alamosa County,15445,15440,16233,-15,198,115,83,-4,-93,-97,-1,852,12.191742865,7.0810627752,5.1106800899,-0.246297836,-5.726424679,-5.972722515
CO,Colorado,Arapahoe County,572003,572118,656590,4793,7605,4149,3456,2507,-1165,1342,-5,5014,11.62500086,6.3421602324,5.2828406274,3.8321994945,-1.780818672,2.0513808223
CO,Colorado,Archuleta County,12084,12084,14029,299,127,93,34,9,255,264,1,129,9.1501855254,6.700529558,2.4496559674,0.6484383443,18.372419756,19.0208581
CO,Colorado,Baca County,3788,3787,3581,-3,37,46,-9,3,3,6,0,82,10.327983252,12.840195394,-2.512212142,0.8374040475,0.8374040475,1.6748080949
CO,Colorado,Bent County,6499,6499,5577,-231,36,57,-21,2,-215,-213,3,1693,6.3241106719,10.013175231,-3.689064559,0.3513394818,-37.76899429,-37.41765481
CO,Colorado,Boulder County,294567,294560,326196,1560,2609,1935,674,938,-42,896,-10,10339,8.0174299973,5.9462349731,2.0711950242,2.8824642919,-0.129065565,2.7533987266
CO,Colorado,Broomfield County,55889,55861,70465,1141,651,413,238,105,791,896,7,282,9.3140375852,5.9089055648,3.4051320204,1.5022641266,11.317056421,12.819320547
CO,Colorado,Chaffee County,17809,17809,20356,315,131,175,-44,9,351,360,-1,1460,6.485630121,8.6640097037,-2.178379583,0.4455776419,17.377528034,17.823105676
CT,Connecticut,Fairfield County,916829,916904,943332,-639,9603,6960,2643,4737,-8080,-3343,61,19524,10.176426361,7.3756042352,2.8008221255,5.0198616756,-8.562483078,-3.542621402
CT,Connecticut,Hartford County,894014,894052,891720,-860,9126,8275,851,3454,-5188,-1734,23,25022,10.229221543,9.2753460741,0.9538754694,3.8715462646,-5.815165611,-1.943619347
CT,Connecticut,Litchfield County,189927,189880,180333,-762,1382,1838,-456,263,-562,-299,-7,2470,7.6474429209,10.170767068,-2.523324148,1.4553382693,-3.10988634,-1.65454807
CT,Connecticut,Middlesex County,165676,165672,162436,-434,1248,1552,-304,237,-359,-122,-8,4961,7.6727757865,9.5417852729,-1.869009486,1.4570896325,-2.20715265,-0.750063018
CT,Connecticut,New Haven County,862477,862442,854757,-2214,8512,7887,625,2740,-5598,-2858,19,28536,9.9455053607,9.2152491517,0.7302562089,3.20144322,-6.540758812,-3.339315592
